,user,text,favourite_count,retweet_count,created_at
55,FullStack_Cafe,"Can You Answer this #Coding #Interview Question? 🤔

⚡️  Topic: #ruby
⭐️  Difficulty:  🟡 Mid
❓  QA: ""What is an iterator? ""

Or Check ANSWER 👉 https://t.co/djDQic1doE

#100DaysOfCode #DEVCommunity #CodeNewbie #freeCodeCamp",4,1,2022-06-08 00:00:00+00:00
56,FullStack_Cafe,"Can You Answer this #Coding #Interview Question? 🤔

⚡️  Topic: #hashtables
⭐️  Difficulty:  🔴 Senior
❓  QA: ""How To Choose Between a Hash Table and a Trie (Prefix Tree)?""

Or Check ANSWER 👉 https://t.co/QDO6AzXTpH

#100DaysOfCode #DEVCommunity #CodeNewbie #freeCodeCamp",0,1,2022-05-31 12:00:00+00:00
57,FullStack_Cafe,"Can You Answer this #Coding #Interview Question? 🤔

⚡️  Topic: #php
⭐️  Difficulty:  🟢 Junior
❓  QA: ""In PHP, objects are they passed _by value_ or _by reference_?""

Or Check ANSWER 👉 https://t.co/CRB8CkQ8VB

#100DaysOfCode #DEVCommunity #CodeNewbie #freeCodeCamp",1,1,2022-05-30 12:00:00+00:00
58,FullStack_Cafe,"Can You Answer this #Coding #Interview Question? 🤔

⚡️  Topic: #wpf
⭐️  Difficulty:  🔴 Senior
❓  QA: ""What's the difference between ContentControl and ContentPresenter?""

Or Check ANSWER 👉 https://t.co/pYhiLla6te

#100DaysOfCode #DEVCommunity #CodeNewbie #freeCodeCamp",2,1,2022-05-29 12:00:00+00:00
59,FullStack_Cafe,"Can You Answer this #Coding #Interview Question? 🤔

⚡️  Topic: #softwaretesting
⭐️  Difficulty:  🟡 Mid
❓  QA: ""Explain the purpose of Scalability testing""

Or Check ANSWER 👉 https://t.co/FiUs9hsjyr

#100DaysOfCode #DEVCommunity #CodeNewbie #freeCodeCamp",2,3,2022-05-24 06:00:00+00:00
60,FullStack_Cafe,"Can You Answer this #Coding #Interview Question? 🤔

⚡️  Topic: #ios
⭐️  Difficulty:  🟡 Mid
❓  QA: ""What's the difference between the `frame` and the `bounds`?""

Or Check ANSWER 👉 https://t.co/T7GC0CizJL

#100DaysOfCode #DEVCommunity #CodeNewbie #freeCodeCamp",2,4,2022-05-23 06:00:00+00:00
61,FullStack_Cafe,"Can You Answer this #Coding #Interview Question? 🤔

⚡️  Topic: #oop
⭐️  Difficulty:  🟢 Junior
❓  QA: ""What is the difference between a `class` and a `structure`?""

Or Check ANSWER 👉 https://t.co/8I4nBv6DvF

#100DaysOfCode #DEVCommunity #CodeNewbie #freeCodeCamp",2,3,2022-05-11 18:00:00+00:00
62,FullStack_Cafe,"Can You Answer this #Coding #Interview Question? 🤔

⚡️  Topic: #python
⭐️  Difficulty:  🔴 Senior
❓  QA: ""What is _GIL_?""

Or Check ANSWER 👉 https://t.co/nnZxb1giiy

#100DaysOfCode #DEVCommunity #CodeNewbie #freeCodeCamp",2,5,2022-05-10 18:00:00+00:00
63,FullStack_Cafe,"Can You Answer this #Coding #Interview Question? 🤔

⚡️  Topic: #objective-c
⭐️  Difficulty:  🟣 Expert
❓  QA: ""Explain _method swizzling_. When you would use it?""

Or Check ANSWER 👉 https://t.co/WXK7erbJpa

#100DaysOfCode #DEVCommunity #CodeNewbie #freeCodeCamp",2,3,2022-05-09 18:00:00+00:00
64,FullStack_Cafe,"Can You Answer this #Coding #Interview Question? 🤔

⚡️  Topic: #fibonacciseries
⭐️  Difficulty:  🟡 Mid
❓  QA: ""Display `startNumber` to `endNumber` only from Fibonacci Sequence""

Or Check ANSWER 👉 https://t.co/02OMewvEkF

#100DaysOfCode #DEVCommunity #CodeNewbie #freeCodeCamp",6,3,2022-05-03 06:00:00+00:00
65,FullStack_Cafe,"Can You Answer this #Coding #Interview Question? 🤔

⚡️  Topic: #angular
⭐️  Difficulty:  🔴 Senior
❓  QA: ""Why would you use _lazy loading_ modules in Angular app?""

Or Check ANSWER 👉 https://t.co/WPg8pUQR8g

#100DaysOfCode #DEVCommunity #CodeNewbie #freeCodeCamp",3,4,2022-04-20 12:00:00+00:00
66,FullStack_Cafe,"Can You Answer this #Coding #Interview Question? 🤔

⚡️  Topic: #netcore
⭐️  Difficulty:  🔴 Senior
❓  QA: ""What is the difference between CIL and MSIL (IL)?""

Or Check ANSWER 👉 https://t.co/v1WRK4mxxB

#100DaysOfCode #DEVCommunity #CodeNewbie #freeCodeCamp",2,4,2022-04-19 12:00:00+00:00
67,FullStack_Cafe,"Can You Answer this #Coding #Interview Question? 🤔

⚡️  Topic: #cryptography
⭐️  Difficulty:  🟡 Mid
❓  QA: ""What are the differences between MD5, SHA and RSA?""

Or Check ANSWER 👉 https://t.co/7T2JDwnuco

#100DaysOfCode #DEVCommunity #CodeNewbie #freeCodeCamp",1,2,2022-04-07 06:00:00+00:00
68,FullStack_Cafe,"Can You Answer this #Coding #Interview Question? 🤔

⚡️  Topic: #golang
⭐️  Difficulty:  🔴 Senior
❓  QA: ""What is the idiomatic Go equivalent of C's _ternary operator_?""

Or Check ANSWER 👉 https://t.co/dP8CIPgNMa

#100DaysOfCode #DEVCommunity #CodeNewbie #freeCodeCamp",4,1,2022-04-05 06:00:00+00:00
69,FullStack_Cafe,"Can You Answer this #Coding #Interview Question? 🤔

⚡️  Topic: #pwa
⭐️  Difficulty:  🔴 Senior
❓  QA: ""How to update a service worker?""

Or Check ANSWER 👉 https://t.co/j8nQTtCsZA

#100DaysOfCode #DEVCommunity #CodeNewbie #freeCodeCamp",3,2,2022-03-31 06:00:00+00:00
70,FullStack_Cafe,"Can You Answer this #Coding #Interview Question? 🤔

⚡️  Topic: #swift
⭐️  Difficulty:  🟡 Mid
❓  QA: ""How to _sort_ array of custom objects by property value in Swift?""

Or Check ANSWER 👉 https://t.co/7H5cyQArId

#100DaysOfCode #DEVCommunity #CodeNewbie #freeCodeCamp",5,5,2022-03-22 00:00:00+00:00
71,FullStack_Cafe,"Can You Answer this #Coding #Interview Question? 🤔

⚡️  Topic: #typescript
⭐️  Difficulty:  🟡 Mid
❓  QA: ""How TypeScript is _optionally_ statically typed language?""

Or Check ANSWER 👉 https://t.co/mm76zlhTxN

#100DaysOfCode #DEVCommunity #CodeNewbie #freeCodeCamp",5,6,2022-03-21 00:00:00+00:00
72,FullStack_Cafe,"Can You Answer this #Coding #Interview Question? 🤔

⚡️  Topic: #linkedlists
⭐️  Difficulty:  🟢 Junior
❓  QA: ""Name some disadvantages of Linked Lists?""

Or Check ANSWER 👉 https://t.co/1jbEpGglKk

#100DaysOfCode #DEVCommunity #CodeNewbie #freeCodeCamp",3,1,2022-03-16 06:00:00+00:00
73,FullStack_Cafe,"Can You Answer this #Coding #Interview Question? 🤔

⚡️  Topic: #kotlin
⭐️  Difficulty:  🟢 Junior
❓  QA: ""What is a _data class_ in Kotlin?""

Or Check ANSWER 👉 https://t.co/7juSehEghr

#100DaysOfCode #DEVCommunity #CodeNewbie #freeCodeCamp",4,4,2022-03-15 06:00:00+00:00
74,FullStack_Cafe,"Can You Answer this #Coding #Interview Question? 🤔

⚡️  Topic: #uxdesign
⭐️  Difficulty:  🟣 Expert
❓  QA: ""What criteria are used to measure usability?""

Or Check ANSWER 👉 https://t.co/LQTZlGkzpG

#100DaysOfCode #DEVCommunity #CodeNewbie #freeCodeCamp",4,4,2022-03-13 12:00:00+00:00
75,FullStack_Cafe,"Can You Answer this #Coding #Interview Question? 🤔

⚡️  Topic: #typescript
⭐️  Difficulty:  ⚪ Entry
❓  QA: ""What are _Modules_ in Typescript?""

Or Check ANSWER 👉 https://t.co/mm76zlhTxN

#100DaysOfCode #DEVCommunity #CodeNewbie #freeCodeCamp",6,5,2022-03-13 06:00:00+00:00
